訂單編號,日期,顧客代號,品項,數量,單價,小計,通路
O01055,2026-04-06,C092,古早味紅茶,2,25,50,內用
O01055,2026-04-06,C092,滷味拼盤,1,90,90,外帶
O01557,2026-04-06,C136,滷味拼盤,1,90,90,內用
O00399,2026-04-07,C040,燙青菜,2,45,90,外帶
O00399,2026-04-07,C040,古早味紅茶,1,25,25,外帶
O00769,2026-04-07,C070,麻油麵線,2,85,170,外帶
O00769,2026-04-07,C070,古早味紅茶,1,25,25,外送平台
O00769,2026-04-07,C070,燙青菜,2,45,90,內用
O00931,2026-04-07,C083,古早味紅茶,2,25,50,外帶
O01486,2026-04-08,C129,古早味紅茶,1,25,25,外帶
O01486,2026-04-08,C129,麻油麵線,2,85,170,外帶
O00530,2026-04-09,C051,蚵仔麵線,2,65,130,內用
O00530,2026-04-09,C051,炭烤香腸,1,40,40,外送平台
O00567,2026-04-09,C056,麻油麵線,2,85,170,外送平台
O00924,2026-04-09,C083,炭烤香腸,1,40,40,外送平台
O00924,2026-04-09,C083,滷味拼盤,1,90,90,外帶
O00971,2026-04-09,C088,燙青菜,1,45,45,外帶
O00971,2026-04-09,C088,麻油麵線,2,85,170,外帶
O00971,2026-04-09,C088,滷味拼盤,1,90,90,內用
O00575,2026-04-10,C056,炭烤香腸,2,40,80,外帶
O00600,2026-04-10,C059,炭烤香腸,2,40,80,外送平台
O01559,2026-04-10,C136,蚵仔麵線,1,65,65,內用
O01559,2026-04-10,C136,炭烤香腸,1,40,40,外送平台
O01559,2026-04-10,C136,滷味拼盤,1,90,90,外送平台
O00948,2026-04-11,C083,炭烤香腸,2,40,80,外帶
O01059,2026-04-11,C092,蚵仔麵線,1,65,65,外帶
O01473,2026-04-11,C129,炭烤香腸,1,40,40,外送平台
O01473,2026-04-11,C129,麻油麵線,1,85,85,外送平台
O01473,2026-04-11,C129,燙青菜,1,45,45,外送平台
O01495,2026-04-11,C129,滷味拼盤,1,90,90,內用
O01495,2026-04-11,C129,燙青菜,2,45,90,外帶
O01495,2026-04-11,C129,古早味紅茶,1,25,25,外送平台
O00604,2026-04-12,C059,燙青菜,1,45,45,外帶
O00604,2026-04-12,C059,炭烤香腸,1,40,40,外送平台
O00709,2026-04-12,C066,炭烤香腸,1,40,40,外帶
O00709,2026-04-12,C066,麻油麵線,1,85,85,外帶
O00709,2026-04-12,C066,蚵仔麵線,2,65,130,外帶
O00120,2026-04-13,C014,麻油麵線,2,85,170,外帶
O00631,2026-04-13,C064,燙青菜,1,45,45,外帶
O00631,2026-04-13,C064,蚵仔麵線,1,65,65,內用
O00764,2026-04-13,C070,蚵仔麵線,1,65,65,外帶
O01397,2026-04-13,C124,麻油麵線,2,85,170,外帶
O01397,2026-04-13,C124,炭烤香腸,1,40,40,外帶
O01467,2026-04-13,C129,麻油麵線,1,85,85,外送平台
O01467,2026-04-13,C129,麻油麵線,1,85,85,外帶
O01484,2026-04-13,C129,蚵仔麵線,1,65,65,內用
O01492,2026-04-13,C129,燙青菜,1,45,45,外帶
O01492,2026-04-13,C129,炭烤香腸,2,40,80,外帶
O01514,2026-04-13,C130,滷味拼盤,2,90,180,外帶
O00569,2026-04-14,C056,炭烤香腸,1,40,40,外帶
O00603,2026-04-14,C059,燙青菜,1,45,45,外帶
O00603,2026-04-14,C059,炭烤香腸,1,40,40,外帶
O00926,2026-04-14,C083,滷味拼盤,1,90,90,內用
O00926,2026-04-14,C083,滷味拼盤,1,90,90,內用
O00987,2026-04-14,C089,炭烤香腸,1,40,40,外帶
O00987,2026-04-14,C089,古早味紅茶,2,25,50,外帶
O00987,2026-04-14,C089,古早味紅茶,1,25,25,外帶
O01003,2026-04-14,C089,炭烤香腸,1,40,40,內用
O01003,2026-04-14,C089,燙青菜,1,45,45,內用
O01128,2026-04-14,C104,燙青菜,1,45,45,外送平台
O01128,2026-04-14,C104,滷味拼盤,2,90,180,外帶
O01128,2026-04-14,C104,麻油麵線,1,85,85,內用
O00105,2026-04-15,C014,滷味拼盤,1,90,90,內用
O00109,2026-04-15,C014,炭烤香腸,2,40,80,外帶
O00110,2026-04-15,C014,麻油麵線,2,85,170,外帶
O00110,2026-04-15,C014,滷味拼盤,2,90,180,內用
O00354,2026-04-15,C034,滷味拼盤,1,90,90,內用
O00354,2026-04-15,C034,滷味拼盤,1,90,90,內用
O00634,2026-04-15,C064,古早味紅茶,1,25,25,外帶
O00634,2026-04-15,C064,古早味紅茶,2,25,50,內用
O00634,2026-04-15,C064,麻油麵線,1,85,85,外帶
O00635,2026-04-15,C064,滷味拼盤,1,90,90,外送平台
O00772,2026-04-15,C070,古早味紅茶,1,25,25,外帶
O00772,2026-04-15,C070,燙青菜,2,45,90,內用
O00772,2026-04-15,C070,燙青菜,1,45,45,內用
O01002,2026-04-15,C089,蚵仔麵線,1,65,65,外送平台
O01002,2026-04-15,C089,古早味紅茶,1,25,25,內用
O01037,2026-04-15,C091,蚵仔麵線,2,65,130,外送平台
O00778,2026-04-16,C070,蚵仔麵線,1,65,65,外送平台
O00778,2026-04-16,C070,古早味紅茶,1,25,25,外帶
O00778,2026-04-16,C070,炭烤香腸,2,40,80,外帶
O00984,2026-04-16,C089,炭烤香腸,1,40,40,外送平台
O00984,2026-04-16,C089,蚵仔麵線,1,65,65,外帶
O00984,2026-04-16,C089,古早味紅茶,2,25,50,外帶
O00624,2026-04-17,C061,麻油麵線,2,85,170,外送平台
O00624,2026-04-17,C061,麻油麵線,1,85,85,內用
O00632,2026-04-17,C064,古早味紅茶,1,25,25,外送平台
O00632,2026-04-17,C064,燙青菜,1,45,45,外送平台
O00632,2026-04-17,C064,炭烤香腸,1,40,40,外帶
O01015,2026-04-17,C089,蚵仔麵線,1,65,65,外帶
O01032,2026-04-17,C091,炭烤香腸,2,40,80,內用
O00885,2026-04-18,C080,滷味拼盤,1,90,90,內用
O00885,2026-04-18,C080,古早味紅茶,2,25,50,外送平台
O00644,2026-04-19,C064,蚵仔麵線,1,65,65,外送平台
O01036,2026-04-19,C091,炭烤香腸,1,40,40,外送平台
O01060,2026-04-19,C092,蚵仔麵線,1,65,65,外帶
O01060,2026-04-19,C092,蚵仔麵線,1,65,65,外帶
O01118,2026-04-19,C104,炭烤香腸,2,40,80,外帶
O01150,2026-04-19,C107,古早味紅茶,2,25,50,內用
O01150,2026-04-19,C107,滷味拼盤,1,90,90,外帶
O01293,2026-04-20,C114,炭烤香腸,1,40,40,外送平台
O00505,2026-04-21,C050,麻油麵線,1,85,85,外帶
O00739,2026-04-21,C068,燙青菜,1,45,45,內用
O00655,2026-04-22,C064,古早味紅茶,1,25,25,內用
O00766,2026-04-22,C070,燙青菜,2,45,90,外送平台
O00766,2026-04-22,C070,麻油麵線,1,85,85,外送平台
O01067,2026-04-22,C095,滷味拼盤,1,90,90,外帶
O01076,2026-04-22,C096,炭烤香腸,1,40,40,外帶
O01485,2026-04-22,C129,炭烤香腸,1,40,40,外帶
O01531,2026-04-22,C133,炭烤香腸,2,40,80,外帶
O01531,2026-04-22,C133,古早味紅茶,2,25,50,外送平台
O00224,2026-04-23,C026,麻油麵線,1,85,85,外送平台
O00224,2026-04-23,C026,炭烤香腸,1,40,40,外送平台
O00710,2026-04-23,C066,滷味拼盤,2,90,180,外帶
O00710,2026-04-23,C066,麻油麵線,2,85,170,外帶
O00777,2026-04-23,C070,蚵仔麵線,1,65,65,外帶
O00777,2026-04-23,C070,麻油麵線,1,85,85,外送平台
O00993,2026-04-23,C089,麻油麵線,2,85,170,內用
O00993,2026-04-23,C089,燙青菜,1,45,45,外帶
O01608,2026-04-23,C140,燙青菜,1,45,45,內用
O01608,2026-04-23,C140,滷味拼盤,1,90,90,外帶
O01608,2026-04-23,C140,滷味拼盤,1,90,90,外帶
O01369,2026-04-24,C120,蚵仔麵線,1,65,65,外送平台
O01369,2026-04-24,C120,古早味紅茶,2,25,50,內用
O01487,2026-04-24,C129,炭烤香腸,1,40,40,內用
O01487,2026-04-24,C129,炭烤香腸,2,40,80,外帶
O00981,2026-04-25,C088,燙青菜,1,45,45,內用
O01010,2026-04-25,C089,燙青菜,1,45,45,外帶
O01192,2026-04-25,C110,炭烤香腸,1,40,40,內用
O00514,2026-04-26,C051,古早味紅茶,1,25,25,內用
O00602,2026-04-26,C059,麻油麵線,1,85,85,外帶
O00602,2026-04-26,C059,滷味拼盤,1,90,90,外帶
O00602,2026-04-26,C059,蚵仔麵線,2,65,130,外帶
O01472,2026-04-26,C129,滷味拼盤,2,90,180,外帶
O01472,2026-04-26,C129,古早味紅茶,2,25,50,內用
O01472,2026-04-26,C129,麻油麵線,2,85,170,內用
O00355,2026-04-27,C034,炭烤香腸,1,40,40,外帶
O00355,2026-04-27,C034,滷味拼盤,1,90,90,外帶
O00564,2026-04-27,C056,燙青菜,2,45,90,外帶
O01016,2026-04-27,C089,滷味拼盤,1,90,90,外帶
O00571,2026-04-28,C056,麻油麵線,2,85,170,外帶
O00571,2026-04-28,C056,燙青菜,1,45,45,外帶
O00572,2026-04-28,C056,炭烤香腸,1,40,40,外帶
O00572,2026-04-28,C056,蚵仔麵線,2,65,130,外帶
O00572,2026-04-28,C056,滷味拼盤,1,90,90,外帶
O00868,2026-04-28,C080,蚵仔麵線,1,65,65,外帶
O01426,2026-04-28,C126,蚵仔麵線,1,65,65,外送平台
O01426,2026-04-28,C126,蚵仔麵線,2,65,130,外帶
O01426,2026-04-28,C126,古早味紅茶,2,25,50,內用
O01471,2026-04-28,C129,蚵仔麵線,1,65,65,外送平台
O01471,2026-04-28,C129,古早味紅茶,2,25,50,外帶
O00027,2026-04-29,C006,蚵仔麵線,1,65,65,外帶
O00027,2026-04-29,C006,燙青菜,1,45,45,外帶
O00027,2026-04-29,C006,炭烤香腸,1,40,40,外帶
O00249,2026-04-29,C026,麻油麵線,1,85,85,內用
O00838,2026-04-29,C077,燙青菜,1,45,45,外帶
O00838,2026-04-29,C077,蚵仔麵線,1,65,65,外帶
O00657,2026-04-30,C064,滷味拼盤,1,90,90,外送平台
O00657,2026-04-30,C064,蚵仔麵線,1,65,65,內用
O01213,2026-04-30,C111,滷味拼盤,1,90,90,外帶
O01213,2026-04-30,C111,古早味紅茶,1,25,25,外帶
O00104,2026-05-01,C014,麻油麵線,1,85,85,外送平台
O00104,2026-05-01,C014,炭烤香腸,1,40,40,外帶
O00598,2026-05-01,C059,古早味紅茶,1,25,25,外帶
O00839,2026-05-01,C077,蚵仔麵線,1,65,65,外帶
O00839,2026-05-01,C077,麻油麵線,1,85,85,外帶
O00839,2026-05-01,C077,蚵仔麵線,1,65,65,外帶
O01281,2026-05-01,C114,麻油麵線,2,85,170,內用
O01281,2026-05-01,C114,麻油麵線,1,85,85,外帶
O00117,2026-05-02,C014,蚵仔麵線,1,65,65,外帶
O00117,2026-05-02,C014,麻油麵線,2,85,170,內用
O00117,2026-05-02,C014,燙青菜,1,45,45,外送平台
O00243,2026-05-02,C026,古早味紅茶,1,25,25,內用
O00633,2026-05-02,C064,燙青菜,1,45,45,外帶
O00740,2026-05-02,C068,燙青菜,1,45,45,外帶
O00743,2026-05-02,C068,燙青菜,1,45,45,外帶
O00743,2026-05-02,C068,燙青菜,1,45,45,外送平台
O00784,2026-05-02,C072,古早味紅茶,1,25,25,內用
O01005,2026-05-02,C089,炭烤香腸,1,40,40,外帶
O01005,2026-05-02,C089,蚵仔麵線,2,65,130,外帶
O01175,2026-05-02,C109,蚵仔麵線,1,65,65,內用
O01175,2026-05-02,C109,古早味紅茶,1,25,25,內用
O01270,2026-05-02,C114,滷味拼盤,1,90,90,外帶
O01270,2026-05-02,C114,滷味拼盤,1,90,90,外帶
O01270,2026-05-02,C114,古早味紅茶,1,25,25,內用
O01294,2026-05-03,C115,炭烤香腸,1,40,40,外帶
O01294,2026-05-03,C115,麻油麵線,1,85,85,外帶
O00621,2026-05-04,C060,燙青菜,1,45,45,外帶
O00621,2026-05-04,C060,古早味紅茶,1,25,25,外帶
O01254,2026-05-04,C113,滷味拼盤,1,90,90,外帶
O01254,2026-05-04,C113,古早味紅茶,1,25,25,外帶
O01368,2026-05-04,C120,滷味拼盤,1,90,90,外帶
O01368,2026-05-04,C120,炭烤香腸,1,40,40,內用
O00493,2026-05-05,C050,古早味紅茶,1,25,25,內用
O00493,2026-05-05,C050,燙青菜,1,45,45,外帶
O00829,2026-05-05,C075,炭烤香腸,1,40,40,外帶
O00829,2026-05-05,C075,炭烤香腸,1,40,40,內用
O00829,2026-05-05,C075,炭烤香腸,1,40,40,外送平台
O00861,2026-05-06,C079,燙青菜,1,45,45,外送平台
O00238,2026-05-07,C026,滷味拼盤,1,90,90,內用
O00526,2026-05-07,C051,炭烤香腸,1,40,40,外送平台
O00581,2026-05-07,C056,滷味拼盤,2,90,180,外送平台
O00581,2026-05-07,C056,滷味拼盤,1,90,90,外帶
O00581,2026-05-07,C056,蚵仔麵線,2,65,130,內用
O00774,2026-05-07,C070,麻油麵線,1,85,85,外帶
O00969,2026-05-07,C088,滷味拼盤,1,90,90,內用
O01115,2026-05-07,C102,古早味紅茶,1,25,25,內用
O01187,2026-05-07,C110,燙青菜,1,45,45,外帶
O01187,2026-05-07,C110,炭烤香腸,2,40,80,外帶
O00100,2026-05-09,C013,燙青菜,2,45,90,外帶
O00100,2026-05-09,C013,蚵仔麵線,1,65,65,內用
O00100,2026-05-09,C013,炭烤香腸,2,40,80,外帶
O00395,2026-05-09,C038,蚵仔麵線,2,65,130,外帶
O00395,2026-05-09,C038,燙青菜,1,45,45,外送平台
O01216,2026-05-10,C112,炭烤香腸,1,40,40,內用
O01217,2026-05-10,C112,燙青菜,1,45,45,外帶
O01219,2026-05-10,C112,蚵仔麵線,1,65,65,內用
O01219,2026-05-10,C112,燙青菜,2,45,90,外帶
O01219,2026-05-10,C112,麻油麵線,2,85,170,外帶
O01220,2026-05-10,C112,炭烤香腸,2,40,80,外帶
O01220,2026-05-10,C112,滷味拼盤,1,90,90,內用
O01224,2026-05-10,C112,滷味拼盤,1,90,90,內用
O01224,2026-05-10,C112,古早味紅茶,1,25,25,內用
O01225,2026-05-10,C112,麻油麵線,1,85,85,外帶
O01227,2026-05-10,C112,燙青菜,1,45,45,外帶
O01227,2026-05-10,C112,燙青菜,1,45,45,外帶
O01230,2026-05-10,C112,滷味拼盤,1,90,90,外送平台
O01230,2026-05-10,C112,燙青菜,1,45,45,外帶
O01230,2026-05-10,C112,燙青菜,2,45,90,外帶
O01371,2026-05-10,C120,燙青菜,1,45,45,外帶
O01371,2026-05-10,C120,滷味拼盤,1,90,90,外帶
O00584,2026-05-11,C056,古早味紅茶,1,25,25,內用
O00584,2026-05-11,C056,古早味紅茶,1,25,25,外帶
O00625,2026-05-11,C062,滷味拼盤,1,90,90,外送平台
O00625,2026-05-11,C062,燙青菜,2,45,90,內用
O00625,2026-05-11,C062,滷味拼盤,1,90,90,內用
O00836,2026-05-11,C075,蚵仔麵線,1,65,65,外帶
O00836,2026-05-11,C075,古早味紅茶,1,25,25,內用
O00995,2026-05-11,C089,蚵仔麵線,2,65,130,外帶
O01218,2026-05-11,C112,古早味紅茶,1,25,25,外送平台
O01221,2026-05-11,C112,蚵仔麵線,1,65,65,內用
O01222,2026-05-11,C112,古早味紅茶,2,25,50,外帶
O01222,2026-05-11,C112,滷味拼盤,1,90,90,外帶
O01222,2026-05-11,C112,蚵仔麵線,1,65,65,外送平台
O01223,2026-05-11,C112,古早味紅茶,1,25,25,外送平台
O01223,2026-05-11,C112,滷味拼盤,1,90,90,外帶
O01226,2026-05-11,C112,古早味紅茶,2,25,50,外帶
O01226,2026-05-11,C112,燙青菜,1,45,45,外送平台
O01228,2026-05-11,C112,炭烤香腸,1,40,40,外送平台
O01228,2026-05-11,C112,滷味拼盤,1,90,90,外帶
O01229,2026-05-11,C112,古早味紅茶,1,25,25,外送平台
O01229,2026-05-11,C112,古早味紅茶,1,25,25,外送平台
O01229,2026-05-11,C112,炭烤香腸,1,40,40,外送平台
O01231,2026-05-11,C112,炭烤香腸,1,40,40,外帶
O01231,2026-05-11,C112,滷味拼盤,1,90,90,內用
O01387,2026-05-11,C122,古早味紅茶,2,25,50,外帶
O01387,2026-05-11,C122,麻油麵線,2,85,170,外帶
O01387,2026-05-11,C122,燙青菜,1,45,45,外帶
O01427,2026-05-11,C126,滷味拼盤,2,90,180,外帶
O01444,2026-05-11,C128,古早味紅茶,1,25,25,外送平台
O01255,2026-05-12,C113,滷味拼盤,1,90,90,外帶
O01255,2026-05-12,C113,燙青菜,1,45,45,外帶
O01567,2026-05-12,C136,麻油麵線,1,85,85,外帶
O00245,2026-05-13,C026,古早味紅茶,1,25,25,外帶
O00245,2026-05-13,C026,古早味紅茶,2,25,50,外送平台
O00619,2026-05-13,C059,滷味拼盤,1,90,90,外送平台
O01543,2026-05-13,C136,炭烤香腸,1,40,40,外帶
O01543,2026-05-13,C136,滷味拼盤,1,90,90,外帶
O01543,2026-05-13,C136,燙青菜,1,45,45,外送平台
O00579,2026-05-14,C056,麻油麵線,2,85,170,外帶
O00752,2026-05-14,C068,炭烤香腸,1,40,40,外送平台
O00752,2026-05-14,C068,滷味拼盤,2,90,180,外送平台
O00771,2026-05-14,C070,滷味拼盤,1,90,90,外送平台
O00886,2026-05-14,C080,炭烤香腸,1,40,40,外送平台
O01428,2026-05-14,C126,古早味紅茶,1,25,25,外帶
O01428,2026-05-14,C126,古早味紅茶,1,25,25,外帶
O01428,2026-05-14,C126,麻油麵線,2,85,170,外帶
O00053,2026-05-15,C010,古早味紅茶,2,25,50,外帶
O00053,2026-05-15,C010,麻油麵線,1,85,85,外送平台
O00053,2026-05-15,C010,燙青菜,1,45,45,外送平台
O00236,2026-05-15,C026,蚵仔麵線,2,65,130,外送平台
O00236,2026-05-15,C026,蚵仔麵線,1,65,65,外帶
O00601,2026-05-15,C059,燙青菜,1,45,45,外送平台
O00601,2026-05-15,C059,燙青菜,2,45,90,內用
O00698,2026-05-15,C066,炭烤香腸,1,40,40,外帶
O00698,2026-05-15,C066,麻油麵線,1,85,85,外送平台
O00832,2026-05-15,C075,麻油麵線,2,85,170,外帶
O00920,2026-05-15,C083,炭烤香腸,2,40,80,外送平台
O00938,2026-05-15,C083,滷味拼盤,1,90,90,外帶
O00232,2026-05-16,C026,蚵仔麵線,1,65,65,外帶
O00232,2026-05-16,C026,古早味紅茶,1,25,25,外送平台
O00525,2026-05-16,C051,燙青菜,1,45,45,外送平台
O00525,2026-05-16,C051,古早味紅茶,2,25,50,外送平台
O00662,2026-05-16,C064,蚵仔麵線,2,65,130,外帶
O00662,2026-05-16,C064,蚵仔麵線,2,65,130,外送平台
O00706,2026-05-16,C066,蚵仔麵線,2,65,130,外帶
O00706,2026-05-16,C066,古早味紅茶,2,25,50,外帶
O00706,2026-05-16,C066,古早味紅茶,2,25,50,外帶
O01183,2026-05-16,C109,燙青菜,1,45,45,外帶
O01183,2026-05-16,C109,燙青菜,1,45,45,外帶
O01248,2026-05-16,C113,蚵仔麵線,2,65,130,內用
O00188,2026-05-17,C023,燙青菜,1,45,45,內用
O00188,2026-05-17,C023,蚵仔麵線,2,65,130,內用
O00618,2026-05-17,C059,蚵仔麵線,1,65,65,外送平台
O00618,2026-05-17,C059,古早味紅茶,1,25,25,外帶
O00883,2026-05-17,C080,古早味紅茶,1,25,25,外帶
O01007,2026-05-17,C089,燙青菜,2,45,90,外帶
O00882,2026-05-18,C080,蚵仔麵線,1,65,65,內用
O00882,2026-05-18,C080,蚵仔麵線,2,65,130,外帶
O01451,2026-05-18,C128,古早味紅茶,1,25,25,外帶
O00056,2026-05-19,C010,麻油麵線,2,85,170,外送平台
O00056,2026-05-19,C010,炭烤香腸,1,40,40,外送平台
O00153,2026-05-19,C020,燙青菜,1,45,45,外帶
O00153,2026-05-19,C020,炭烤香腸,2,40,80,內用
O00359,2026-05-19,C034,炭烤香腸,1,40,40,外送平台
O00596,2026-05-19,C059,滷味拼盤,1,90,90,外帶
O00612,2026-05-19,C059,麻油麵線,1,85,85,外帶
O01188,2026-05-19,C110,炭烤香腸,2,40,80,外送平台
O00927,2026-05-20,C083,燙青菜,1,45,45,外送平台
O01482,2026-05-20,C129,滷味拼盤,1,90,90,外帶
O01552,2026-05-20,C136,炭烤香腸,2,40,80,外帶
O01552,2026-05-20,C136,炭烤香腸,1,40,40,外帶
O01594,2026-05-20,C139,炭烤香腸,2,40,80,外帶
O00990,2026-05-21,C089,麻油麵線,1,85,85,外帶
O00990,2026-05-21,C089,炭烤香腸,2,40,80,外帶
O01476,2026-05-21,C129,麻油麵線,1,85,85,外帶
O01476,2026-05-21,C129,麻油麵線,2,85,170,內用
O01524,2026-05-21,C133,滷味拼盤,1,90,90,內用
O01528,2026-05-21,C133,蚵仔麵線,2,65,130,外送平台
O00057,2026-05-22,C010,蚵仔麵線,1,65,65,內用
O00057,2026-05-22,C010,燙青菜,1,45,45,內用
O00066,2026-05-22,C010,麻油麵線,1,85,85,外帶
O00288,2026-05-22,C031,燙青菜,1,45,45,內用
O00288,2026-05-22,C031,滷味拼盤,1,90,90,外帶
O00515,2026-05-22,C051,麻油麵線,1,85,85,內用
O00555,2026-05-22,C056,麻油麵線,1,85,85,外帶
O00555,2026-05-22,C056,炭烤香腸,1,40,40,內用
O00751,2026-05-22,C068,麻油麵線,1,85,85,外帶
O00986,2026-05-22,C089,古早味紅茶,1,25,25,外送平台
O00986,2026-05-22,C089,麻油麵線,1,85,85,外帶
O00986,2026-05-22,C089,炭烤香腸,1,40,40,內用
O01061,2026-05-22,C092,滷味拼盤,1,90,90,外帶
O01061,2026-05-22,C092,滷味拼盤,2,90,180,外帶
O01127,2026-05-22,C104,蚵仔麵線,1,65,65,外送平台
O01127,2026-05-22,C104,蚵仔麵線,2,65,130,外帶
O01184,2026-05-22,C110,炭烤香腸,1,40,40,外帶
O01184,2026-05-22,C110,滷味拼盤,1,90,90,外帶
O01184,2026-05-22,C110,蚵仔麵線,1,65,65,外帶
O01452,2026-05-22,C128,燙青菜,1,45,45,內用
O01501,2026-05-22,C130,麻油麵線,1,85,85,外帶
O01501,2026-05-22,C130,蚵仔麵線,1,65,65,外帶
O00062,2026-05-23,C010,燙青菜,1,45,45,外帶
O00067,2026-05-23,C010,滷味拼盤,1,90,90,外送平台
O00067,2026-05-23,C010,麻油麵線,2,85,170,外帶
O00292,2026-05-23,C031,麻油麵線,1,85,85,外帶
O00292,2026-05-23,C031,滷味拼盤,1,90,90,外帶
O00293,2026-05-23,C031,滷味拼盤,1,90,90,外送平台
O01065,2026-05-23,C094,古早味紅茶,1,25,25,外帶
O01065,2026-05-23,C094,炭烤香腸,1,40,40,外帶
O00028,2026-05-24,C006,蚵仔麵線,1,65,65,外帶
O00065,2026-05-24,C010,麻油麵線,1,85,85,外帶
O00516,2026-05-24,C051,麻油麵線,1,85,85,外帶
O00516,2026-05-24,C051,燙青菜,1,45,45,外帶
O00583,2026-05-24,C056,蚵仔麵線,1,65,65,外送平台
O00583,2026-05-24,C056,古早味紅茶,1,25,25,外帶
O01180,2026-05-24,C109,滷味拼盤,1,90,90,內用
O01180,2026-05-24,C109,蚵仔麵線,2,65,130,外送平台
O01245,2026-05-24,C113,炭烤香腸,1,40,40,內用
O01459,2026-05-24,C128,燙青菜,2,45,90,外送平台
O01459,2026-05-24,C128,燙青菜,2,45,90,外帶
O01469,2026-05-24,C129,滷味拼盤,1,90,90,外帶
O01469,2026-05-24,C129,滷味拼盤,1,90,90,內用
O01547,2026-05-24,C136,炭烤香腸,1,40,40,內用
O00298,2026-05-25,C031,滷味拼盤,1,90,90,內用
O00298,2026-05-25,C031,蚵仔麵線,1,65,65,外帶
O00301,2026-05-25,C031,炭烤香腸,1,40,40,內用
O00301,2026-05-25,C031,炭烤香腸,1,40,40,外送平台
O01004,2026-05-25,C089,燙青菜,1,45,45,外送平台
O01456,2026-05-25,C128,蚵仔麵線,2,65,130,外帶
O01601,2026-05-25,C140,燙青菜,1,45,45,內用
O00012,2026-05-26,C003,燙青菜,2,45,90,外帶
O00012,2026-05-26,C003,滷味拼盤,1,90,90,外帶
O00058,2026-05-26,C010,古早味紅茶,1,25,25,外送平台
O00069,2026-05-26,C010,炭烤香腸,2,40,80,外送平台
O00069,2026-05-26,C010,滷味拼盤,1,90,90,外帶
O00069,2026-05-26,C010,蚵仔麵線,1,65,65,外帶
O00806,2026-05-26,C072,麻油麵線,1,85,85,外帶
O00806,2026-05-26,C072,古早味紅茶,1,25,25,內用
O01529,2026-05-26,C133,炭烤香腸,1,40,40,外送平台
O01529,2026-05-26,C133,滷味拼盤,1,90,90,外送平台
O01529,2026-05-26,C133,滷味拼盤,2,90,180,內用
O00276,2026-05-27,C031,麻油麵線,1,85,85,外送平台
O00283,2026-05-27,C031,燙青菜,1,45,45,外帶
O00996,2026-05-27,C089,古早味紅茶,2,25,50,內用
O01121,2026-05-27,C104,蚵仔麵線,1,65,65,內用
O01460,2026-05-27,C128,燙青菜,2,45,90,外帶
O00393,2026-05-28,C037,麻油麵線,1,85,85,外帶
O00599,2026-05-28,C059,麻油麵線,1,85,85,外送平台
O00599,2026-05-28,C059,燙青菜,1,45,45,外送平台
O00599,2026-05-28,C059,蚵仔麵線,1,65,65,內用
O00652,2026-05-28,C064,燙青菜,1,45,45,外帶
O00652,2026-05-28,C064,蚵仔麵線,1,65,65,外帶
O00711,2026-05-28,C066,古早味紅茶,1,25,25,外帶
O01288,2026-05-28,C114,滷味拼盤,1,90,90,內用
O01288,2026-05-28,C114,古早味紅茶,1,25,25,外帶
O01288,2026-05-28,C114,古早味紅茶,1,25,25,內用
O00874,2026-05-29,C080,古早味紅茶,1,25,25,外送平台
O01000,2026-05-29,C089,炭烤香腸,1,40,40,外送平台
O01017,2026-05-29,C089,滷味拼盤,1,90,90,內用
O01017,2026-05-29,C089,炭烤香腸,1,40,40,外送平台
O01117,2026-05-29,C103,麻油麵線,1,85,85,外帶
O01384,2026-05-29,C122,炭烤香腸,1,40,40,外送平台
O01384,2026-05-29,C122,蚵仔麵線,1,65,65,外送平台
O01511,2026-05-29,C130,麻油麵線,1,85,85,外帶
O00068,2026-05-30,C010,古早味紅茶,1,25,25,內用
O00658,2026-05-30,C064,古早味紅茶,1,25,25,外帶
O00925,2026-05-30,C083,麻油麵線,1,85,85,外帶
O00925,2026-05-30,C083,炭烤香腸,1,40,40,外帶
O00925,2026-05-30,C083,蚵仔麵線,1,65,65,內用
O00999,2026-05-30,C089,滷味拼盤,2,90,180,外帶
O00999,2026-05-30,C089,古早味紅茶,1,25,25,外送平台
O01009,2026-05-30,C089,燙青菜,1,45,45,外帶
O01499,2026-05-30,C130,麻油麵線,1,85,85,內用
O00124,2026-05-31,C015,燙青菜,1,45,45,外帶
O00124,2026-05-31,C015,滷味拼盤,1,90,90,外送平台
O00550,2026-05-31,C054,滷味拼盤,1,90,90,外帶
O00550,2026-05-31,C054,古早味紅茶,1,25,25,外帶
O00550,2026-05-31,C054,麻油麵線,1,85,85,外送平台
O00957,2026-05-31,C085,滷味拼盤,2,90,180,內用
O00957,2026-05-31,C085,滷味拼盤,1,90,90,外帶
O00958,2026-05-31,C085,炭烤香腸,1,40,40,外帶
O00958,2026-05-31,C085,蚵仔麵線,2,65,130,外送平台
O00960,2026-05-31,C085,麻油麵線,1,85,85,內用
O00960,2026-05-31,C085,燙青菜,2,45,90,外帶
O00962,2026-05-31,C085,古早味紅茶,1,25,25,外送平台
O00962,2026-05-31,C085,古早味紅茶,1,25,25,外帶
O00964,2026-05-31,C085,蚵仔麵線,1,65,65,外送平台
O00964,2026-05-31,C085,炭烤香腸,1,40,40,外帶
O00964,2026-05-31,C085,滷味拼盤,1,90,90,外送平台
O00699,2026-06-01,C066,滷味拼盤,1,90,90,外送平台
